id                                    , pId                                , name                                                                        , isParent, flag, open , checked
8a8b2c8f5a492a01015a4ac986480043      , df8adccb4bb98ce366dd1d240677ef57   , 中债-7-10年国债指数                                                         , false   ,    1, false, False
8a8b2ca053fd435d0153fefc94100001      , f47f1ac9b6385ba44daea6493ddf833c   , 中债-中国绿色债券精选指数                                                   , false   ,    1, false, False
8a8b2cef73b68e6a0173b92f5e1774c5      , 9e024a8a04c88094e46b6a4cfb1abb14   , 中债-房地产行业信用债指数                                                   , false   ,    1, false, False
2c9081e50e8767dc010e87a9d5650060      , 3d22add59b29e70bf1ff34f2e2e757c8   , 中债-金融债券总指数                                                         , false   ,    1, false, False
8a8b2cef7205f8380172069a51280015      , 1c0d88f431bad357232deeb20e08d28f   , 中债-工银理财优选1-3年信用债指数                                            , false   ,    1, false, False
GB00BQNB2T41_hbzs                     , 44371826a61c63cc9f3647608d7511c8   , iBoxx ChinaBond Asian High Yield (USD Unhedged)                             , false   ,    0, false, False
2c9081e918ad26f401195c3a76a7210f      , fce8a6a12bed2b25217e57c80f17d36b   , 中债-商业银行债券指数                                                       , false   ,    1, false, False
2c9081e918ad26f40118adb5d6910004      , e3cca5f0924fc65ece8f8d2c74cf97f5   , 中债-固定利率企业债指数                                                     , false   ,    1, false, False
a7203b1a1cd42811409204ee8236d232      , ee18df0b32a1c633541f9183f2d11cac   , 中债-0-1年高信用等级中票短融指数                                            , false   ,    1, false, False
2c666b22d481c7eadb52992baa62591c_dzc  , 67bbc3a5b9af-4b85-b1d6-096a962a807d, 中债-北银理财绿色发展风险平价指数                                           , false   ,    1, false, False
9bef82be8d6a72b2f164059a759a6607      , 83a6de769da842728bebdd397595ee51   , 中债-交易所中短债AAA指数                                                    , false   ,    1, false, False
05f743ba6a11b907de8307b89c4fc618      , 83a6de769da842728bebdd397595ee51   , 中债-交易所信用债AAA指数                                                    , false   ,    1, false, False
25895ebd4694c235a33aa9d360b04764_dzc  , 67bbc3a5b9af-4b85-b1d6-096a962a807d, 中债-北银理财京津冀企业高质量发展多元投资指数                               , false   ,    1, false, False
594b0c6f18d6dd3c6af0830d784058fa      , 9e024a8a04c88094e46b6a4cfb1abb14   , 中债-金融行业信用债指数                                                     , false   ,    1, false, False
67525a67987a6abda4e6b7ee5fbcdec9      , ee18df0b32a1c633541f9183f2d11cac   , 中债-0-1年中票短融AAA指数                                                   , false   ,    1, false, False
8a8b2ca04b666362014b723482bc4f49      , df8adccb4bb98ce366dd1d240677ef57   , 中债-10年期国债指数                                                         , false   ,    1, false, False
8a8b2cef6b4dec2d016b4fc04e286e57      , cef689d1888db98e4bf5bf09cdea2a50   , 中债-长三角中高等级信用债指数                                               , false   ,    1, false, False
8a8b2cef700d48ff01700ed16d2b0023      , 646f43a68bb3d4b75f35df316b8f6bcf   , 中债-10年期政策性金融债策略指数                                             , false   ,    1, false, False
928c2552e9b15d784f02b13b53392d53      , fce8a6a12bed2b25217e57c80f17d36b   , 中债-系统重要性银行债券指数                                                 , false   ,    1, false, False
GB00BQNB2R27_hbzs                     , 44371826a61c63cc9f3647608d7511c8   , iBoxx ChinaBond Asian High Yield (USD Hedged)                               , false   ,    0, false, False
c511c7a1a872fb2ca258474e95a45ab8      , 7f3f99da544243d4ee201d6b109603fb   , 中债-商业银行二级资本债券市场隐含评级AA指数                                 , false   ,    1, false, False
d8fbee7a51ae5901ea48aa7948bda83f      , f47f1ac9b6385ba44daea6493ddf833c   , 中债-高等级绿色公司信用类债券指数                                           , false   ,    1, false, False
db78a8ddda8a6ac88bc193055906740a      , e3cca5f0924fc65ece8f8d2c74cf97f5   , 中债-挂钩DR浮动利率政策性银行债指数                                         , false   ,    1, false, False
e8df331cfd44e54f338bf2811716c6da      , 1c0d88f431bad357232deeb20e08d28f   , 中债-农行乡村振兴债券指数                                                   , false   ,    1, false, False
eae41b72f13a22c9b24a0a5887789000      , 3d22add59b29e70bf1ff34f2e2e757c8   , 中债-银行金融债券指数                                                       , false   ,    1, false, False
13e7c5de0c647afe9596037e3ffb7d9d      , 83a6de769da842728bebdd397595ee51   , 中债-0-1年交易所信用债AAA指数                                               , false   ,    1, false, False
3396aaec56be7ba3378976c9387380f3      , 9e024a8a04c88094e46b6a4cfb1abb14   , 中债-非银金融行业信用债指数                                                 , false   ,    1, false, False
3d75e320abd5c3440ddd156de1ee622e      , 7f3f99da544243d4ee201d6b109603fb   , 中债-商业银行无固定期限资本债券市场隐含评级AA指数                           , false   ,    1, false, False
678165887609e2cb84fa87251c33fc08      , e3cca5f0924fc65ece8f8d2c74cf97f5   , 中债-挂钩LPR浮动利率政策性银行债指数                                        , false   ,    1, false, False
890fcfb97ea76876563dfc1771652a22_dzc  , 67bbc3a5b9af-4b85-b1d6-096a962a807d, 中债-利差驱动股债稳健指数                                                   , false   ,    1, false, False
8a8b2c836393f4480163950643d92795      , 646f43a68bb3d4b75f35df316b8f6bcf   , 中债-中高等级公司债利差因子指数                                             , false   ,    1, false, False
8a8b2c8f5a62e9ca015a645fe3b60001      , 3d22add59b29e70bf1ff34f2e2e757c8   , 中债-国债及政策性银行债指数                                                 , false   ,    1, false, False
